12910	10115	13.387223860255	52.5337069545604	Berlin
12911	10117	13.3901933840594	52.518745648599	Berlin
12912	10119	13.4071489783586	52.5326657646216	Berlin
12913	10178	13.4122033308763	52.5234743092278	Berlin
12914	10179	13.4196989324626	52.5145909366732	Berlin
12915	10243	13.441955897094	52.5149175142057	Berlin
12916	10245	13.4666745683003	52.5031273050411	Berlin
12917	10247	13.4680419058628	52.5184110970565	Berlin
12918	10249	13.4446109366815	52.5260516533921	Berlin
12919	10315	13.5180351693644	52.5110313044758	Berlin
12920	10317	13.4918839223831	52.4992463209894	Berlin
12921	10318	13.5319785815516	52.4859406529291	Berlin
12922	10319	13.521117804593	52.5015461261736	Berlin
12923	10365	13.5025751842374	52.5235035330047	Berlin
12924	10367	13.4833221986446	52.5244522726978	Berlin
12925	10369	13.4725178111811	52.5317005904026	Berlin
12926	10405	13.4267880784802	52.5368169582257	Berlin
12927	10407	13.4498736162666	52.535524401385	Berlin
12928	10409	13.4432411934032	52.5456113489031	Berlin
12929	10435	13.4133942261249	52.5394981804891	Berlin
12930	10437	13.4152318322189	52.5468914296257	Berlin
12931	10439	13.4148230973378	52.5544478879925	Berlin
12932	10551	13.3389655683318	52.5326967400819	Berlin
12933	10553	13.3236845323834	52.5322795508294	Berlin
12934	10555	13.3378843627346	52.5239104697248	Berlin
12935	10557	13.3615741646083	52.5252332996821	Berlin
12936	10559	13.3522191245315	52.5324813297304	Berlin
12937	10585	13.3076699591771	52.5165313568177	Berlin
12938	10587	13.323002850878	52.5199655352473	Berlin
12939	10589	13.3084940352002	52.5293987837623	Berlin
12940	10623	13.3296072858482	52.5097675893044	Berlin
12941	10625	13.3178387932193	52.5105620578802	Berlin
12942	10627	13.3056479944576	52.5100925652213	Berlin
12943	10629	13.3107476938185	52.5044737398752	Berlin
12944	10707	13.3170093030047	52.4983050289072	Berlin
12945	10709	13.306142603276	52.4954485316766	Berlin
12946	10711	13.2943845406852	52.499380709168	Berlin
12947	10713	13.3161107580713	52.4869762041054	Berlin
12948	10715	13.3316870937737	52.4844027617855	Berlin
12949	10717	13.3305003816797	52.4926932578024	Berlin
12950	10719	13.3276744310593	52.5003181055802	Berlin
12951	10777	13.3451852142708	52.499980342922	Berlin
12952	10779	13.3427330390818	52.4946054529659	Berlin
12953	10781	13.3558006569262	52.4951423148389	Berlin
12954	10783	13.3653339673952	52.4986555479497	Berlin
12955	10785	13.3665879428981	52.5099849607846	Berlin
12956	10787	13.3462538795073	52.5096066309895	Berlin
12957	10789	13.3394717112393	52.5039793544826	Berlin
12958	10823	13.3559851567001	52.4893548491328	Berlin
12959	10825	13.3443341278918	52.4855207111381	Berlin
12960	10827	13.3559927861899	52.4843186813605	Berlin
12961	10829	13.3642879770327	52.4817524353199	Berlin
12962	10961	13.4004793776075	52.4952626002665	Berlin
12963	10963	13.3826867450857	52.4979614983904	Berlin
12964	10965	13.4091096524196	52.4870195291943	Berlin
12965	10967	13.4183706052184	52.4939054520842	Berlin
12966	10969	13.404576744008	52.5045966317146	Berlin
12967	10997	13.4385816383592	52.5033140068311	Berlin
12968	10999	13.4307897835171	52.4988904600018	Berlin
12969	12043	13.4420275913886	52.4820632906188	Berlin
12970	12045	13.4414653455142	52.487989472715	Berlin
12971	12047	13.4310089106011	52.4929987346046	Berlin
12972	12049	13.4242261222021	52.4799117754227	Berlin
12973	12051	13.4327065282941	52.4699937447169	Berlin
12974	12053	13.4347529869337	52.4803905957987	Berlin
12975	12055	13.4515681157336	52.4752216863972	Berlin
12976	12057	13.4652871310638	52.4711951903196	Berlin
12977	12059	13.4537084735947	52.4844747077379	Berlin
12978	12099	13.405508170112	52.4618263208458	Berlin
12979	12101	13.394751159498	52.4776963253956	Berlin
12980	12103	13.3752062205834	52.4648685781299	Berlin
12981	12105	13.3765894059507	52.4514754565422	Berlin
12982	12107	13.3922647383568	52.4348835778104	Berlin
12983	12109	13.4034173372607	52.4488382457536	Berlin
12984	12157	13.3513289658818	52.467615807441	Berlin
12985	12159	13.3399939788589	52.4759641807104	Berlin
12986	12161	13.3295132501498	52.4721897491969	Berlin
12987	12163	13.3202781398441	52.4644422486276	Berlin
12988	12165	13.317369813824	52.4576665391264	Berlin
12989	12167	13.3370593699206	52.4506713776368	Berlin
12990	12169	13.3463381712839	52.4568899427746	Berlin
12991	12203	13.3129878055449	52.446403630872	Berlin
12992	12205	13.2982488987369	52.435097309909	Berlin
12993	12207	13.3163617750996	52.421792221188	Berlin
12994	12209	13.3323603731155	52.4193169718975	Berlin
12995	12247	13.3494467986603	52.4414395140715	Berlin
12996	12249	13.3545342084671	52.4285081522747	Berlin
12997	12277	13.3780446934416	52.4135445634688	Berlin
12998	12279	13.3559924384162	52.4131558920874	Berlin
12999	12305	13.4051078658903	52.4075610706165	Berlin
13000	12307	13.3993520883087	52.3889700399218	Berlin
13001	12309	13.4207145219275	52.3933299269535	Berlin
13002	12347	13.4335618050316	52.4545967334104	Berlin
13003	12349	13.4246197487488	52.4278732513536	Berlin
13004	12351	13.4576118031613	52.4360672486559	Berlin
13005	12353	13.4622880385421	52.4254514979954	Berlin
13006	12355	13.5003457759319	52.4125054989062	Berlin
13007	12357	13.4965721454986	52.430678436815	Berlin
13008	12359	13.4560863240667	52.4498790377267	Berlin
13009	12435	13.4695807779128	52.4892696010755	Berlin
13010	12437	13.4852021234671	52.4644355159079	Berlin
13011	12439	13.5287000663812	52.4553692654092	Berlin
13012	12459	13.5338823608518	52.4674428562031	Berlin
13013	12487	13.5123030299836	52.4437609777381	Berlin
